,make,model,model_yr,body_style,vehicle_type,drive_train,production_release,vehicle_class,body_frame,num_of_seating,seat_loc,seat_loc_comments,min_gross_weight,max_gross_weight,upper_belt_anchorage,upper_belt_anchorage_loc,seat_belt_pretensioner,seat_belt_pretensioner_loc,load_limiters,load_limiters_loc,frnt_belt_indicator,frnt_belt_loc,rear_belt_indicator,latch_rear_position,head_sab,head_sab_type,head_sab_loc,head_sab_mount_loc,head_sab_meet_requirements,head_sab_deploy_in_rollover,torso_sab,torso_sab_type,torso_sab_loc,torso_sab_mount_loc,knee_bolsters,knee_bolsters_loc,adl,head_restraint_ind,dynamic_head_restraint_ind,beti,blind_spot_detection,day_run_lights,adaptive_cruise_control,abs,ars,ars_loc,auto_crash_notification,crash_data_recorder,anti_theft_device,anti_theft_device_type,frnt_collision_warning,nhtsa_frnt_collision_warning,nhtsa_fcw_evaluation,lane_departure_warning,nhtsa_lane_departure_warning,nhtsa_ldw_evaluation,crash_imminent_brake,nhtsa_crash_imminent_brake,nhtsa_cib_evaluation,dynamic_brake_support,nhtsa_dynamic_brake_support,nhtsa_dbs_evaluation,nhtsa_esc,pelvis_sab,pelvis_sab_type,pelvis_sab_loc,pelvis_sab_mount_loc,overall_stars,frnt_test_no,frnt_vin,frnt_driv_stars,frnt_pass_stars,frnt_safety_concern_driv,frnt_safety_concern_pass,frnt_foot_notes,frnt_foot_notes_pass,overall_frnt_stars,curb_weight,frnt_tested_with,hic15_driv,chest_defl_driv,left_femur_driv,right_femur_driv,nij_driv,neck_tens_driv,net_comp_driv,hic15_pass,chest_defl_pass,left_femur_pass,right_femur_pass,nij_pass,neck_tens_pass,net_comp_pass,side_test_no,side_vin,side_driv_stars,side_pass_stars,side_barrier_star,comb_frnt_star,comb_rear_star,side_safety_concern_driv,side_safety_concern_pass,side_foot_notes,side_foot_notes_pass,overall_side_stars,side_tested_with,side_hic_36_driv,rib_deflection_driv,abdomen_force_driv,symphysis_force_driv,side_hic_36_pass,pelvic_force_pass,pole_test_no,pole_vin,side_pole_stars,pole_safety_concern,pole_foot_notes,pole_tested_with,pole_hic_36_driv,pelvic_force,rollover_possibility,static_stabi_factor,tip,roll_safety_concern,roll_foot_notes,rollover_stars,nhtsa_backup_camera,backup_camera
2186,TOYOTA,TACOMA,2024,PU/CC,TRUCK,2WD,1,, ,5,"1,3,4,5,6",-,5775.0,6835.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", , , ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,15244.0,3TYLB5JN1RT029374,3.0,4.0,,,,,3.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,15251.0,3TYLC5LN2RT001223,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,15256.0,3TYKD5HN0RT003828,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.0,0.0,,,,,,
2187,TOYOTA,TACOMA,2024,PU/EC,TRUCK,2WD,1,, ,2,"1,3",-,5605.0,5605.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,-,Standard,Head Protection,"1,3", , , ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3",Not Available,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2188,TOYOTA,TACOMA,2024,PU/CC,TRUCK,4WD,1,, ,5,"1,3,4,5,6",-,5775.0,6835.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", , , ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,15244.0,3TYLB5JN1RT029374,3.0,4.0,,,,,3.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,15251.0,3TYLC5LN2RT001223,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,15256.0,3TYKD5HN0RT003828,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.0,0.0,,,,,,
2189,TOYOTA,TACOMA,2024,PU/EC,TRUCK,4WD,1,, ,2,"1,3",-,5605.0,5605.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,-,Standard,Head Protection,"1,3", , , ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3",Not Available,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2190,TOYOTA,TACOMA HYBRID,2024,PU/CC,TRUCK,4WD,1,, ,5,"1,3,4,5,6",-,5775.0,6835.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,TBT, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,,,Standard,,,Standard,,,Standard,,,, , , , ,,15244.0,3TYLB5JN1RT029374,3.0,4.0,,,,,3.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,15251.0,3TYLC5LN2RT001223,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,15256.0,3TYKD5HN0RT003828,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.0,,,,,,,
2191,TOYOTA,TUNDRA,2024,PU/EC,TRUCK,2WD,1,, ,5,"1, 3, 4, 5, 6",-,7035.0,7375.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,0.0,,,,,,,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,No Tip,,,,,
2192,TOYOTA,TUNDRA,2024,PU/CC,TRUCK,2WD,1,, ,5,"1, 3, 4, 5, 6",-,6990.0,7375.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,14248.0,5TFLA5EC9NX007912,5.0,5.0,,,,,5.0,5680.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14253.0,5TFLA5ABXNX015997,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14254.0,5TFLA5ABXNX015319,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.185,,No Tip,,,,,
2193,TOYOTA,TUNDRA,2024,PU/EC,TRUCK,4WD,1,, ,5,"1, 3, 4, 5, 6",-,7035.0,7375.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,0.0,,,,,,,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,1.2,No Tip,,,4.0,,
2194,TOYOTA,TUNDRA,2024,PU/CC,TRUCK,4WD,1,, ,5,"1, 3, 4, 5, 6",-,6990.0,7375.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14248.0,5TFLA5EC9NX007912,5.0,5.0,,,,,5.0,5680.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14253.0,5TFLA5ABXNX015997,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14254.0,5TFLA5ABXNX015319,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.185,1.2,No Tip,,,4.0,,
2195,TOYOTA,TUNDRA HYBRID,2024,PU/CC,TRUCK,2WD,1,, ,5,"1, 3, 4, 5, 6",-,7375.0,7780.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,14248.0,5TFLA5EC9NX007912,5.0,5.0,,,,,5.0,5680.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14253.0,5TFLA5ABXNX015997,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14254.0,5TFLA5ABXNX015319,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.185,,No Tip,,,,,
2196,TOYOTA,TUNDRA HYBRID,2024,PU/CC,TRUCK,4WD,1,, ,5,"1, 3, 4, 5, 6",-,7375.0,7780.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14248.0,5TFLA5EC9NX007912,5.0,5.0,,,,,5.0,5680.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14253.0,5TFLA5ABXNX015997,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14254.0,5TFLA5ABXNX015319,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.185,1.2,No Tip,,,4.0,,
2197,TOYOTA,VENZA HYBRID,2024,SUV,MPV,AWD,1,, ,5,"1, 3, 4, 5, 6",-,4920.0,4920.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1, 3, 4, 5, 6",,,Standard, ,,,Standard,"1,3,4,6", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,10704.0,JTMG1RFV0KD007450,4.0,5.0,,,,,4.0,3509.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,SEAT PAN AIR BAG,KNEE AIR BAG",151.557,26.527,1777.443,1726.651,0.29,1363.037,247.944,284.046,11.221,1512.318,845.812,0.37,1145.605,423.989,10708.0,2T3H1RFV3KW005554,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",82.777,12.143,614.473,1092.397,145.597,2257.568,10703.0,JTMK1RFV7KJ002368,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",298.982,3713.431,0.155,1.26,No Tip,,,4.0,,
2198,VINFAST,VF8,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6349.0,6459.0,Not Available, ,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1, 3, 4, 5, 6",,"4,6",Standard,Head Protection,"1,3, 4,6", ,TBD, ,Standard,Torso and/or Pelvis Protection,"1, 3, 4, 6", ,Standard,"1, 3",,"1, 3, 4, 5, 6",Not Available,,Standard, ,,,Standard,"1, 3", ,Standard, , ,Standard,Standard,Failed Test,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,4.0,15070.0,RLLV1AEB8RH004532,4.0,2.0,,,,"A high passenger dummy head injury value was measured in the frontal crash test, which indicates a higher likelihood of head injury. NHTSA plans to further evaluate this incident.",2.0,5412.0,"FRONTAL AIRBAG,KNEE AIR BAG",132.929,32.055,2011.26,1776.98,0.34,1631.48,248.075,822.84,20.313,1576.53,1298.09,0.98,876.278,899.942,15090.0,RLLV1AEB0RH006565,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",67.09,20.862,801.552,957.011,15.913,1957.89,15071.0,RLLV1AEB5RH004360,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",258.101,3011.53,0.083,1.56,No Tip,,,5.0,,
2199,VOLKSWAGEN,ATLAS,2024,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,5732.0,5930.0,Standard,"1,3",Standard,"1,3",Standard,"1,3,4,6",,"1,3,4,5,6,7,9",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11095.0,1V2GC2CAXLC202660,4.0,4.0,,,,,4.0,4303.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",306.834,27.469,298.875,1020.216,0.3,1832.396,263.504,276.605,17.765,1319.113,430.756,0.39,574.875,518.736,10136.0,1V2BR2CA9JC514037,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",56.529,12.105,213.566,1535.897,143.57,2341.886,10135.0,1V2BR2CA3JC513174,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",278.658,3560.018,0.159,1.25,No Tip,,,4.0,,
2200,VOLKSWAGEN,ATLAS,2024,SUV,MPV,FWD,1,, ,7,"1,3,4,5,6,7,9", ,5732.0,5930.0,Standard,"1,3",Standard,"1,3",Standard,"1,3,4,6",,"1,3,4,5,6,7,9",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11095.0,1V2GC2CAXLC202660,4.0,4.0,,,,,4.0,4303.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",306.834,27.469,298.875,1020.216,0.3,1832.396,263.504,276.605,17.765,1319.113,430.756,0.39,574.875,518.736,10136.0,1V2BR2CA9JC514037,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",56.529,12.105,213.566,1535.897,143.57,2341.886,10135.0,1V2BR2CA3JC513174,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",278.658,3560.018,0.136,1.31,No Tip,,,4.0,,
2201,VOLKSWAGEN,ATLAS CROSS SPORT,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5534.0,5776.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11095.0,1V2GC2CAXLC202660,4.0,4.0,,,,,4.0,4303.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",306.834,27.469,298.875,1020.216,0.3,1832.396,263.504,276.605,17.765,1319.113,430.756,0.39,574.875,518.736,11162.0,1V2AC2CA3LC201131,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",48.202,11.574,282.709,956.734,207.945,2352.508,11161.0,1V2AC2CA1LC201788,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",308.68,2641.899,0.151,1.27,No Tip,,,4.0,,
2202,VOLKSWAGEN,ATLAS CROSS SPORT,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,5534.0,5776.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11095.0,1V2GC2CAXLC202660,4.0,4.0,,,,,4.0,4303.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",306.834,27.469,298.875,1020.216,0.3,1832.396,263.504,276.605,17.765,1319.113,430.756,0.39,574.875,518.736,11162.0,1V2AC2CA3LC201131,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",48.202,11.574,282.709,956.734,207.945,2352.508,11161.0,1V2AC2CA1LC201788,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",308.68,2641.899,0.169,1.23,No Tip,,,4.0,,
2203,VOLKSWAGEN,GOLF GTI,2024,4 DR,PC,FWD,1,, ,5,"1,3,4,5,6", ,4255.0,4343.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2204,VOLKSWAGEN,GOLF R,2024,4 DR,PC,AWD,1,, ,5,"1,3,4,5,6", ,4453.0,4519.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2205,VOLKSWAGEN,ID.4,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5423.0,6041.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,11660.0,WVGRMPE22MP034867,5.0,4.0,,,,,5.0,4583.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",169.431,22.975,174.254,172.325,0.18,839.822,36.121,118.251,15.368,22.753,90.793,0.54,668.014,404.045,11622.0,WVGRMPE23MP036692,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",76.207,20.931,568.673,1582.9,124.677,2342.54,11627.0,WVGRMPE29MP027074,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",333.412,4114.36,0.109,1.41,No Tip,,,4.0,,
2206,VOLKSWAGEN,ID.4,2024,SUV,MPV,RWD,1,, ,5,"1,3,4,5,6", ,5423.0,6041.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,11660.0,WVGRMPE22MP034867,5.0,4.0,,,,,5.0,4583.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",169.431,22.975,174.254,172.325,0.18,839.822,36.121,118.251,15.368,22.753,90.793,0.54,668.014,404.045,11622.0,WVGRMPE23MP036692,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",76.207,20.931,568.673,1582.9,124.677,2342.54,11627.0,WVGRMPE29MP027074,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",333.412,4114.36,0.103,1.44,,,,4.0,,
2207,VOLKSWAGEN,JETTA,2024,4 DR,PC,FWD,1,, ,5,"1,3,4,5,6", ,4057.0,4167.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14084.0,,4.0,4.0,,,,,4.0,,"FRONTAL AIRBAG,CURTAIN AIRBAG",277.793,31.189,526.828,449.305,0.3,1208.716,253.676,231.769,17.715,1914.142,664.494,0.42,589.485,603.657,10670.0,,5.0,5.0,5.0,5.0,5.0,,,,,5.0,,100.573,23.73,838.152,1410.225,306.172,2462.358,10662.0,,5.0,,,,239.205,2790.185,0.13,1.33,No Tip,,,4.0,,
2208,VOLKSWAGEN,JETTA GLI,2024,4 DR,PC,FWD,1,, ,5,"1,3,4,5,6", ,4321.0,4409.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,14084.0,,4.0,4.0,,,,,4.0,,"FRONTAL AIRBAG,CURTAIN AIRBAG",,,,,,,,,,,,,,,10670.0,,5.0,5.0,5.0,5.0,5.0,,,,,5.0,,,,,,,,10662.0,,5.0,,,,,,1.33,1.33,No Tip,,,4.0,,
